SMILES,Valid,QED,MW,logP,RotB,TPSA,HBD,HBA,Adherence,Weight,Model,Prompt,ConstraintLevel,Temperature,TopP,Prefix
CCCCCC(=O)O,True,0.5668732042121558,116.15999999999998,1.6513,4,37.3,1,1,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1ccccc1-c1ccnc(F)c1,True,0.6245807829436524,187.217,3.1961200000000014,1,12.89,0,1,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCCC(=O)NCCC(=O)NCc1ccccc1,True,0.6803777196408205,276.38,2.3894,9,58.2,2,2,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCOC(C)(C)CNC(=O)C(=O)Nc1ccccc1Br,True,0.8066196678662396,343.221,2.3189,5,67.42999999999999,2,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CO[C@H]1C[C@H](NCc2cn(-c3ccccc3)nn2)C1,True,0.8834567404458517,258.32500000000005,1.5342999999999996,5,51.97,1,5,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C=CCN1C[C@@H]2CCN(C(=O)CCCCC)[C@@H]2C1,True,0.533218258636042,250.38599999999997,2.2854,6,23.55,0,2,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CC[C@H]1CCCN(Cc2cncs2)C1,True,0.7623613170488946,210.34600000000003,2.765100000000001,3,16.130000000000003,0,3,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCNC(=O)CN(CC)CCNC(=O)C1CCCCCCC1,True,0.7197848187479148,311.4700000000001,1.921099999999999,8,61.440000000000005,2,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCNCC1CCN(Cc2ccccc2)CC1,True,0.8389143255499083,232.371,2.5081000000000007,5,15.27,1,2,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C[C@H]1CCCCCN1CC1(Br)CC1,True,0.6762521515905949,246.192,3.1784000000000017,2,3.24,0,1,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CO[C@H]1[CH]CCCC1,True,0.5033401118204249,113.18000000000002,1.77969,1,9.23,0,1,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CSCCCCCCN[CH]c1nccn1C,True,0.672429199417398,240.39600000000004,2.44299,9,29.85,1,4,True,0.9999999999999996,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1cc(C(C)C)c(C(=O)NOC2CCCC2)[nH]1,True,0.8068900023615959,250.342,3.050520000000001,4,54.12,2,2,True,0.9999999999999548,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH]1CCNCC1,True,0.4522884626512529,84.14200000000001,0.57409,0,12.03,1,1,False,0.9993192879010612,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C(CCNCC1CCSCC1)CCNCC1CCO1,True,0.6036983379655972,286.485,2.268,10,33.29,2,4,True,0.9444635962115642,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCN1CCC[C@H]1CC(=O)c1ccccc1,True,0.7255843842368259,231.339,3.1338000000000017,5,20.31,0,2,False,0.8999999939376359,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1ccccc1CC(=O)NCCNC(=O)C1CCCCCC1,True,0.6261058632753133,316.44500000000016,2.7403200000000005,6,58.2,2,2,True,0.899999993688406,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](CNCc1conc1Cc1ccccc1)N1CCOCC1,True,0.7909300799097112,300.3820000000001,1.84899,7,50.53,1,5,True,0.8452017263157625,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1cc(C)c([N+](=O)[O-])c(N2C[CH]C3(CCCCC3)C2)n1,True,0.6161988373024732,288.37100000000004,3.581430000000002,2,59.27,0,4,True,0.7691762571367671,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](Cc1nc(Cc2ccc3ccccc3n2)no1)c1ccccc1,True,0.5584357631083363,314.368,4.003690000000002,5,51.81,0,4,True,0.7500146409348711,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN[C@H]1CCC12CCCC2,True,0.6416810325980865,153.26899999999998,2.3187000000000006,2,12.03,1,1,False,0.7368421032124296,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCC(=O)[C@H](C)Sc1ccccc1C(=O)N(C)C1CCOCC1,True,0.7476711040410932,335.46900000000016,3.397300000000002,6,46.61,0,4,True,0.7000000130723959,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCN1CCCC[C@H]1CCN1CCOCC1,True,0.730574151376492,240.3909999999999,1.9732,5,15.71,0,3,True,0.7000000044464109,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C#CCN(C)C(=O)CCCCC(=O)N(CC)CC#N,True,0.3728041341181503,263.3409999999999,1.0104799999999998,8,64.41,0,3,True,0.6966696725030774,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCCCNC(=O)/C=C(/C)Cl,True,0.5222016681696404,203.713,2.825500000000001,6,29.1,1,1,False,0.65,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(NCC1(NC[C@H]2CCCOC2)CCCC1)C1CNC1,True,0.6732460860659766,295.427,0.6509999999999998,6,62.39,3,4,True,0.6000000051995467,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(C[CH]c1ccccc1)Nc1ccccc1C(=O)N1CCCCC1,True,0.9009021435729714,335.4270000000002,3.8938900000000025,5,49.41,1,2,True,0.5856877058249275,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](Cc1nc(CCCc2ccccc2)no1)c1ccccc1,True,0.6591834625906721,291.374,4.039990000000003,7,38.92,0,3,True,0.5774146226668797,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN(C(=O)C1[C@H]2CCCCCC[C@H]12)C1CC1,True,0.7352759443944791,235.37099999999992,3.213700000000002,3,20.31,0,1,True,0.5499999829246256,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN(CC1(O)CNC1)c1cc(Cl)c2ncccc2n1,True,0.8929181383257884,292.77000000000004,1.4437999999999998,4,61.28,2,5,True,0.5499961703765365,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN(Cc1cc(Br)ccc1Cl)CC1CC1,True,0.7821024895399371,302.64300000000014,4.334400000000003,5,3.24,0,1,True,0.5333326197257156,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCC[C@@H](C)CC,True,0.5112703489666591,100.205,2.832600000000001,3,0.0,0,0,False,0.5320347905421774,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COC(=O)CN(Cc1cc(OC)cc(OC)c1)C1CCCC1,True,0.7247699168885173,307.39000000000016,2.6214000000000013,7,48.0,0,5,True,0.5000000232560734,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CC(F)(F)F)NCCCNC1CCCCC1,True,0.7246370228524562,266.307,2.3674,6,41.13,2,2,True,0.499999112101215,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN1C[C@H]1C1CCCCC1,True,0.5499131644753102,153.26899999999998,2.2708000000000004,2,3.01,0,1,False,0.4736841932862682,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COCC(C)C,True,0.4938965665853845,88.15,1.2888000000000002,2,9.23,0,1,False,0.466909514122095,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN(Cc1cc(Br)ccc1Cl)CC1CCCCC1,True,0.6809541316322282,344.7240000000003,5.504700000000004,5,3.24,0,1,True,0.4666673802742844,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN(CC1(O)CCCCC1)c1cc(Cl)c2ncccc2n1,True,0.9307725074515312,319.836,3.804700000000002,4,49.25,1,4,True,0.4500038296234634,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CC(F)(F)F)NCCNCC1CCCCC1,True,0.7237926996093005,266.307,2.2249,6,41.13,2,2,True,0.4500008006531775,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCCSC(=O)c1ccccc1O)Nc1ccc(Cl)cc1,True,0.7612570082509431,349.83900000000006,4.337900000000003,6,66.4,2,4,True,0.4500000748460032,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN(C(=O)C1[C@H]2CCCCCC[C@H]12)C1CCCCC1,True,0.749202909379217,277.452,4.384000000000004,3,20.31,0,1,True,0.4500000170753744,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCCSC(=O)OCc1ccccc1)Nc1ccc(Cl)cc1,True,0.5469963932277112,363.8660000000001,5.128700000000004,7,55.400000000000006,1,4,True,0.449999938762361,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](Cc1nc(CCCc2ccccc2)no1)c1cccs1,True,0.6587481091844689,297.403,4.101490000000004,7,38.92,0,4,True,0.4225853773331202,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(C[CH]c1cccs1)Nc1ccccc1C(=O)N1CCCCC1,True,0.8948752202941931,341.45600000000024,3.955390000000002,5,49.41,1,3,True,0.4143122941750726,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COC(=O)CN(Cc1cc(OC)cc(OC)c1)C1CCCCC1,True,0.7225808185708837,321.4170000000002,3.0115000000000016,7,48.0,0,5,True,0.3999999648634404,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COC[C@H]1CCCCN1Cc1ccc(OC)cc1OC,True,0.8009030689161389,279.38000000000005,2.7047000000000008,6,30.930000000000003,0,4,True,0.3880699257372053,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCCCNC(=O)/C=C(\C)Cl,True,0.5222016681696404,203.713,2.825500000000001,6,29.1,1,1,False,0.35,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COc1ccc([C@H]2COCCN2S(=O)(=O)c2ccccc2)cc1OC,True,0.8164768141274469,363.43500000000006,2.466,5,65.07000000000001,0,5,True,0.3315436531061867,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COc1ccc([C@H]2COCCN2S(=O)(=O)c2ccccc2)cc1,True,0.8623513546524647,333.409,2.4574000000000007,4,55.84,0,4,True,0.3196950535699197,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCN1CCCC[C@H]1CNC1CCOCC1,True,0.7954872087213141,240.39099999999996,2.0195,5,24.5,1,3,True,0.2999999955535892,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCC(=O)[C@H](C)Sc1ccccc1C(=O)N(C)CCCN1CCCC1,True,0.6281340698380032,362.5390000000002,3.704200000000003,9,40.620000000000005,0,4,True,0.2999999869276041,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COC[C@H]1CCCCN1Cc1ccc(OC)cc1O,True,0.8874139821969317,265.353,2.4017000000000013,5,41.93000000000001,1,4,True,0.2778104609663625,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(NCC1(NC[C@H]2CCCOC2)CCC1)C1CNC1,True,0.6534923134453093,281.3999999999999,0.2609000000000002,6,62.39,3,4,True,0.2499999920784337,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](Cc1nc(Cc2ccc3ccccc3n2)no1)c1cccs1,True,0.5561444681927884,320.397,4.065190000000002,5,51.81,0,5,True,0.2499853590651288,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1cc(C)c([N+](=O)[O-])c(N2C[CH]c3ccccc32)n1,True,0.61897848461275,268.296,3.310730000000002,2,59.27,0,4,True,0.2308237428632329,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COc1ccc([C@H]2COCCN2S(=O)(=O)c2ccccc2)cc1OC(C)C,True,0.7563383845704631,391.4890000000001,3.244600000000002,6,65.07000000000001,0,5,True,0.2177343227989307,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN1C[C@H]1C1CC1,True,0.4821345157100305,111.188,1.1005,2,3.01,0,1,False,0.2105263460826965,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cn1ncnc1Cl,True,0.4946567920453289,117.539,0.4685,0,30.71,0,3,False,0.1578947333818839,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C1CC1,True,0.3814250421649592,42.081,1.1703,0,0.0,0,0,False,0.1578947288644684,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CC#CCN(C)C(=O)CCCCC(=O)N(CC)CC#N,True,0.382545668605568,277.36799999999994,1.4005800000000002,8,64.41,0,3,True,0.1578157562789383,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(NCC1(NC[C@H]2CCCCO2)CCC1)C1CNC1,True,0.6595355934888292,281.3999999999999,0.4034,6,62.39,3,4,True,0.1500000027220195,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCC#CCN(C)C(=O)CCCCC(=O)N(CC)CC#N,True,0.3889211818307863,291.395,1.79068,8,64.41,0,3,True,0.1455145712179841,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COC[C@H]1CCCCN1Cc1ccc(OC)cc1C#N,True,0.8275657952571834,274.36400000000003,2.567780000000001,5,45.49,0,4,True,0.1428276227465826,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COc1ccc([C@H]2COCCN2S(=O)(=O)c2ccccc2)cc1OC1CCCC1,True,0.7157238486627946,417.5270000000002,3.778800000000003,6,65.07000000000001,0,5,True,0.1310269705249628,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](CNCc1conc1Cc1ccccc1)N1CCCC1,True,0.7935936301878806,284.3830000000001,2.612590000000001,7,41.3,1,4,True,0.1126107555763402,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OC1CCCC1,True,0.4644899319371969,86.134,0.9213,0,20.23,1,1,False,0.1052631525763123,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COC(=O)CN(Cc1cc(OC)cc(OC)c1)C1CC1,True,0.7127827877702456,279.33600000000007,1.8412,7,48.0,0,5,True,0.1000000118804859,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1ccccc1CC(=O)NCCNC(=O)CCC1CCOCC1,True,0.7154212136664754,332.44400000000013,1.97672,8,67.43,2,3,True,0.100000006311594,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CCCSC(=O)c1ccccc1)Nc1ccc(Cl)cc1,True,0.7836802028240714,333.84000000000003,4.632300000000003,6,46.17,1,3,True,0.0999999863916357,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COCc1cc(OC)ccc1CN1CCCC[C@@H]1COC,True,0.7733117324130774,293.407,2.842500000000001,7,30.930000000000003,0,4,True,0.0839325158647973,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COC[C@H]1CCCCN1Cc1ccc(OC)cc1F,True,0.8185576235719777,267.344,2.8352000000000013,5,21.700000000000003,0,3,True,0.0821199784262777,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
C(CCNCC1CCCCC1)CCNCC1CCSCC1,True,0.5949093174363584,312.567,4.059400000000003,10,24.06,2,3,True,0.0555364037884358,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN[C@H]1CC12CCNCC2,True,0.6127265628088177,154.25699999999998,0.738,2,24.06,2,2,False,0.0526315856117249,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCN1C[C@H]1C1CCOCC1,True,0.5538672681902219,155.24099999999996,1.1171000000000002,2,12.24,0,2,False,0.0526315791902543,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCNCc1ccccc1Cl,True,0.7332596928714524,169.65499999999997,2.4495000000000005,3,12.03,1,1,False,0.0526315777939613,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
O=C(CC(F)(F)F)NCCNCC1CCNCC1,True,0.619209643445476,267.295,0.6441999999999999,6,53.16,3,3,True,0.0500000872456075,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCN1CCC[C@H]1CN1CCCC1,True,0.6779616186024462,196.33799999999997,1.9566,4,6.48,0,2,False,0.050000003031182,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCN1CCC[C@H]1CC1CCCC1,True,0.6639602568330298,195.34999999999997,3.4411000000000023,4,3.24,0,1,False,0.050000003031182,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](CNCc1conc1Cc1ccccc1)n1ccnc1,True,0.6749263444474234,281.339,2.26159,7,55.88,1,5,True,0.0421875181078971,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COC[C@H]1CCCCN1Cc1ccc(OC)cc1,True,0.8005836171211566,249.354,2.6961000000000013,5,21.700000000000003,0,3,True,0.0252394962587745,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCNC(=O)C(C)C,True,0.5657600730532444,115.17599999999996,0.7785,2,29.1,1,1,False,0.0008797169358166,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
NCCOC[C@@H]1[CH]CN1,True,0.4853992850971029,129.183,-0.8622100000000001,4,47.28,2,3,False,0.0006774254413197,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CC[C@H](C)CNC,True,0.5638887153850031,101.193,1.2519,3,12.03,1,1,False,0.0001759380533091,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
FCCCNNCCOC[C@@H]1[CH]CN1,True,0.3541956620646428,204.269,-0.3671099999999989,9,45.32,3,4,False,3.2374879986413088e-06,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CC[C@H](C)C(N)CN,True,0.5575895873686142,116.208,0.3185000000000004,3,52.04,2,2,False,3.008381874475968e-08,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCCOCCOCCNNCCOC[C@@H]1[CH]CN1,True,0.2222332802822431,276.357,-1.7012099999999946,14,84.01,4,7,False,2.750211235312169e-08,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
OCOCNCCOC[C@@H]1[CH]CN1,True,0.3268412773816256,189.235,-1.3074099999999982,8,62.75,3,5,False,2.0362121894620168e-08,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNC(=O)C(C)C,True,0.5082590887657491,101.149,0.3883999999999999,1,29.1,1,1,False,9.748109654755202e-09,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
COCCNCNCCOC[C@@H]1[CH]CN1,True,0.3217053526836214,216.305,-1.0378099999999977,10,54.55,3,5,False,1.3053864454209063e-09,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[C]C[C@@H](C)CC,True,0.4787511741082074,83.154,2.01069,2,0.0,0,0,False,2.910030790756309e-10,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CC(C)C1CN1,True,0.4629519296066453,85.15,0.6142000000000001,1,21.94,1,1,False,2.2366875683344983e-10,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1cc(C)c(C(=O)NOC2CCCC2)[nH]1,True,0.7704775038963176,222.28799999999995,2.23554,3,54.12,2,2,False,4.510492249196839e-14,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CC(C)C1CN1C,True,0.442328676932241,99.177,0.9564,1,3.01,0,1,False,1.4664873546695142e-15,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCOCCOCCCSCCCCCCN[CH]c1nccn1C,True,0.4342413131514164,356.556,3.256390000000001,17,48.31,1,6,False,3.922474877392619e-16,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](Cc1nc(Cc2ccc3ccccc3n2)no1)c1cccc(Oc2ccccc2)c1,True,0.341992406899517,406.4650000000001,5.795990000000004,7,61.040000000000006,0,5,False,5.681149792587187e-17,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH](Cc1nc(CCCc2ccccc2)no1)c1cccc(Oc2ccccc2)c1,True,0.3646424699040235,383.4710000000001,5.832290000000006,9,48.150000000000006,0,4,False,1.3351311932055283e-17,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CN1CCCC[C@H]1CNC1CNC1,True,0.6463719233260901,183.299,0.0321000000000011,3,27.3,2,3,False,6.471546929568833e-19,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
N=C1CC(=[SH]CCCCS[C@]2(N)CCCNC2)N1C1CCCCC1,True,0.2405435792456583,370.6320000000002,3.1492700000000013,7,65.14,4,4,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
c1ccc(CN2CCOCC2)c(CCC2CCOC2)c1,True,0.8238626445349906,275.39199999999994,2.4879000000000007,5,21.700000000000003,0,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CC(C)(C)NC(=O)CCn1cnc2ccccc21,True,0.9018521776758232,245.326,2.3411,3,46.92,1,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCCC(C)C,True,0.4921472673477994,114.232,3.2227000000000023,4,0.0,0,0,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCN[C@H](C)C(=O)NCCCNc1ccccn1,True,0.5896869593765091,264.373,1.387899999999999,9,66.05000000000001,3,4,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCC[C@H](C)OC[C@H]1CCCCN1C(=O)OC(C)(C)C,True,0.635961067972063,313.482,4.7614000000000045,7,38.77,0,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCOc1ccccc1NC(=O)CCNC(=O)O,True,0.7184153346860779,252.26999999999995,1.6815,6,87.66000000000001,3,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCOC(=O)CC[C@H]1CCCN(c2cc(C)ncn2)C1,True,0.773227110412963,277.368,2.3447200000000006,5,55.32,0,5,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CNC[C@H]1CCN(C(=O)C2(C)CCC2)C1,True,0.7599778425141106,210.321,1.2444999999999995,3,32.34,1,2,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
FCNNCCC[C][CH]c1nc(C2CCCC2)no1,True,0.4076679713715713,267.328,2.162279999999999,9,62.98,2,5,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
FCCNCCCCCC[CH]N1CCS1,True,0.4611145176476984,233.376,2.621590000000001,10,15.27,1,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
[CH]1CCC[C@@H]2C3CCCC[C@H](CCCN4CC4)C1[C@H]2NCCCO3,True,0.7949843103590555,333.5400000000001,3.6400900000000016,4,24.27,1,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCC(CC)CCC,True,0.5302717025211113,128.259,3.612800000000002,5,0.0,0,0,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cc1cccc(C(=O)N[C@H](C)c2cncs2)c1-n1cccc1,True,0.7977359752449712,311.41,3.733220000000002,4,46.92,1,4,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CC(=O)c1ccc(CCNC(F)(F)c2cnc(Cl)c(C)c2)cc1,True,0.4890210157488761,338.785,4.127620000000003,6,41.99,1,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCCCN(CCC)CCC,True,0.5490093228527532,157.30099999999996,2.908500000000002,7,3.24,0,1,False,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
CCSc1ccc(N2CCC[C@H]2CN)nn1,True,0.8059471370515171,238.36,1.5160999999999998,4,55.04,1,5,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
Cn1ncnc1CN1CCC[C@@H]1CNC(=O)C(C)(C)C,True,0.8908108229409593,279.38800000000003,0.9417999999999992,4,63.05,1,5,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
c1ccc(-c2cncn2C[C@H]2CCCNC2)cc1,True,0.8946742268196022,241.338,2.5497000000000005,3,29.85,1,3,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
c1nc(N2CCC[C@H](C3CCOCC3)C2)no1,True,0.7834466593345351,237.3029999999999,1.7126,2,51.39,0,5,True,1.0,GPT2-Zinc-87M+SMC,multi_prefix_smc,loose,1.0,0.9,multi_prefix
